Umsteigebauwerke,,,,,,,,,,,,,
,,,,,,,,,,,,,
Typ,Nr.,Name,Umsteigebauwerk_niveau  ,X,Y,Exportnummer,HAFAS-Nr.,,,,,,
Zwischenpunkt,28,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss U7),-2,4594010,5819288,9706128,,,,,,,
Zwischenpunkt,11,Bahnsteig U1 Uhlandstraße (Treppe zum Zwischengeschoss U1),2,4593996,5819343,9706111,,,,,,,
Zwischenpunkt,12,Bahnsteig U1 Uhlandstraße (Rolltreppe 1 zum Zwischengeschoss U1),2,4594013,5819346,9706112,,,,,,,
Zwischenpunkt,13,Bahnsteig U1 Uhlandstraße (Rolltreppe 2 zum Zwischengeschoss U1),2,4594032,5819346,9706113,,,,,,,
Zwischenpunkt,26,Zwischengeschoss U7 (Rolltreppe zum Bahnsteig U7),-1,4594018,5819289,9706126,,,,,,,
Zwischenpunkt,17,Zwischengeschoss U1 (Rolltreppe 1 zum Bahnsteig U1 Warschauer Straße),1,4594017,5819338,9706117,,,,,,,
Zwischenpunkt,19,Zwischengeschoss U1 (Rolltreppe 1 zum Bahnsteig U1 Uhlandstraße),1,4594018,5819346,9706119,,,,,,,
Zugang,5,Zugang (Treppe) Amtsgericht/Postbank Berlin/Hallesches Ufer,0,4593987,5819337,9706105,,,,,,,
Zwischenpunkt,14,Zwischengeschoss U1 (Treppe zum Zwischengeschoss U7),1,4594026,5819311,9706114,,,,,,,
Zwischenpunkt,22,Zwischengeschoss U1 (Treppe Amtsgericht/Postbank Berlin/Hallesches Ufer),1,4594001,5819339,9706122,,,,,,,
Zwischenpunkt,8,Bahnsteig U1 Warschauer Straße (Treppe zum Zwischengeschoss U1),2,4593997,5819335,9706108,,,,,,,
ÖV,2,Bahnsteig Gleis 1 U1 Richtung Uhlandstraße,2,4594004,5819343,9706102,,,,,,,
Zugang,4,Zugang (Treppe) Tempelhofer Ufer/Möckernstraße,0,4594001,5819276,9706104,,,,,,,
Zwischenpunkt,25,Zwischengeschoss U7 (Rolltreppe zum Zwischengeschoss U1),-1,4594024,5819301,9706125,,,,,,,
Zwischenpunkt,23,Zwischengeschoss U7(Treppe Tempelhofer Ufer/Möckernstraße),-1,4594008,5819276,9706123,,,,,,,
Zwischenpunkt,16,Zwischengeschoss U1 (Treppe zum Bahnsteig U1 Warschauer Straße),1,4594002,5819335,9706116,,,,,,,
Zugang und ÖV,7,Bushaltestelle Hallesches Ufer vor Möckernbrücke,0,4593961,5819355,9706107,,,,,,,
Zwischenpunkt,15,Zwischengeschoss U1 (Rolltreppe zum Zwischengeschoss U7),1,4594022,5819311,9706115,,,,,,,
Zwischenpunkt,20,Zwischengeschoss U1 (Rolltreppe 2 zum Bahnsteig U1 Uhlandstraße),1,4594027,5819346,9706120,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2 U7,-2,4594025,5819292,9706101,,,,,,,
ÖV,3,Bahnsteig Gleis 2 U1 Richtung Warschauer Straße,2,4594005,5819336,9706103,,,,,,,
Zwischenpunkt,24,Zwischengeschoss U7 (Treppe zum Zwischengeschoss U1),-1,4594028,5819301,9706124,,,,,,,
Zwischenpunkt,18,Zwischengeschoss U1 (Rolltreppe 2 zum Bahnsteig U1 Warschauer Straße),1,4594028,5819338,9706118,,,,,,,
Zwischenpunkt,10,Bahnsteig U1 Warschauer Straße (Rolltreppe 2 zum Zwischengeschoss U1),2,4594033,5819338,9706110,,,,,,,
Zwischenpunkt,27,Zwischengeschoss U7 (Treppe zum Bahnsteig U7),-1,4594016,5819291,9706127,,,,,,,
Zwischenpunkt,21,Zwischengeschoss U1 (Treppe zum Bahnsteig U1 Uhlandstraße),1,4594000,5819344,9706121,,,,,,,
Zwischenpunkt,9,Bahnsteig U1 Warschauer Straße (Rolltreppe 1 zum Zwischengeschoss U1),2,4594009,5819337,9706109,,,,,,,
Zugang und ÖV,6,Bushaltestelle Tempelhofer Ufer vor Großbeerenstraße,0,4594000,5819284,9706106,,,,,,,
,,,,,,,,,,,,,
Bauwerk,40,U Kleistpark,,4592540,5818390,54102,9054102,,,,,,
Zugang,3,Zugang (Rolltreppe) Potsdamer Straße/Willmanndamm,0,4592531,5818345,9706203,,,,,,,
Zugang,5,Zugang (Treppe) Hauptstraße/Grunewaldstraße,0,4592465,5818327,9706205,,,,,,,
Zugang und ÖV,10,Bushaltestelle Potsdamer Straße vor Grunewaldstraße,0,4592506,5818387,9706210,,,,,,,
Zwischenpunkt,20,Zwischengeschoss (Treppe Potsdamer Straße/Willmanndamm),-1,4592495,5818342,9706220,,,,,,,
Zwischenpunkt,23,Zwischengeschoss (Treppe Hauptstraße/Grunewaldstraße),-1,4592495,5818341,9706223,,,,,,,
Zwischenpunkt,15,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss),-2,4592495,5818341,9706215,,,,,,,
Zugang,8,Zugang (Rolltreppe) Potsdamer Straße/Grunewaldstraße,0,4592493,5818383,9706208,,,,,,,
Zugang und ÖV,11,Bushaltestelle Hauptstraße hinter Langenscheidtstraße,0,4592528,5818387,9706211,,,,,,,
Zwischenpunkt,22,Zwischengeschoss (Treppe Hauptstraße/Langenscheidtstraße),-1,4592495,5818341,9706222,,,,,,,
Zwischenpunkt,25,Zwischengeschoss (Treppe Potsdamer Straße/Grunewaldstraße),-1,4592495,5818342,9706225,,,,,,,
Zwischenpunkt,27,Zwischengeschoss (Aufzug Potsdamer Straße/Grunewaldstraße),-1,4592495,5818341,9706227,,,,,,,
ÖV,1,Bahnsteig U7,-2,4592487,5818345,9706201,,,,,,,
Zwischenpunkt,21,Zwischengeschoss(Rolltreppe Potsdamer Straße/Willmanndamm),-1,4592495,5818342,9706221,,,,,,,
Zugang,6,Zugang (Treppe) Hauptstraße/Grunewaldstraße/Elzholzstraße,0,4592466,5818376,9706206,,,,,,,
Zugang,9,Zugang (Aufzug) Potsdamer Straße/Grunewaldstraße,0,4592478,5818379,9706209,,,,,,,
Zwischenpunkt,14,Bahnsteig U7 (Treppe 2 zum Zwischengeschoss),-2,4592495,5818341,9706214,,,,,,,
Zwischenpunkt,17,Zwischengeschoss (Aufzug zum Bahnsteig U7),-1,4592495,5818342,9706217,,,,,,,
Zugang,7,Zugang (Treppe) Potsdamer Straße/Grunewaldstraße,0,4592491,5818383,9706207,,,,,,,
Zwischenpunkt,13,Bahnsteig U7 (Aufzug zum Zwischengeschoss),-2,4592495,5818341,9706213,,,,,,,
Zwischenpunkt,26,Zwischengeschoss (Rolltreppe Potsdamer Straße/Grunewaldstraße),-1,4592495,5818342,9706226,,,,,,,
Zugang,2,Zugang (Treppe) Potsdamer Straße/Willmanndamm,0,4592531,5818347,9706202,,,,,,,
Zugang,4,Zugang (Treppe) Hauptstraße/Langenscheidtstraße,0,4592524,5818307,9706204,,,,,,,
Zwischenpunkt,18,Zwischengeschoss (Treppe 2 zum Bahnsteig U7),-1,4592495,5818342,9706218,,,,,,,
Zwischenpunkt,24,Zwischengeschoss (Treppe Hauptstraße/Grunewaldstraße/Elzholzstraße),-1,4592495,5818341,9706224,,,,,,,
Zwischenpunkt,12,Bahnsteig U7 (Treppe 1 zum Zwischengeschoss),-2,4592495,5818341,9706212,,,,,,,
Zwischenpunkt,16,Zwischengeschoss (Treppe 1 zum Bahnsteig U7),-1,4592495,5818341,9706216,,,,,,,
Zwischenpunkt,19,Zwischengeschoss (Rolltreppe zum Bahnsteig U7),-1,4592495,5818342,9706219,,,,,,,
,,,,,,,,,,,,,
Bauwerk,37,U Karl-Marx-Straße,,4597930,5816890,78103,9078103,,,,,,
Zugang und ÖV,4,Bushaltestelle Karl-Marx-Straße vor Saltykowstraße,0,4597868,5816937,9705804,,,,,,,
Zugang und ÖV,5,Bushaltestelle Karl-Marx-Straße hinter gegenüberliegender Saltykowstraße,0,4597887,5816937,9705805,,,,,,,
ÖV,1,Bahnsteig U7,-1,4597892,5816899,9705801,,,,,,,
Zugang,2,Zugang (Treppe) Kienitzer Straße/Neuköllner Oper,0,4597867,5816964,9705802,,,,,,,
Zwischenpunkt,7,Bahnsteig U7 (Treppe Herrnhuter Weg/Uthmannstraße),-1,4597909,5816843,9705807,,,,,,,
Zugang,3,Zugang (Treppe) Herrnhuter Weg/Uthmannstraße,0,4597911,5816836,9705803,,,,,,,
Zwischenpunkt,6,Bahnsteig U7 (Treppe Kienitzer Straße/Neuköllner Oper),-1,4597870,5816958,9705806,,,,,,,
,,,,,,,,,,,,,
Bauwerk,38,U Rathaus Neukölln,,4597610,5817400,78102,9078102,,,,,,
Zwischenpunkt,10,Bahnsteig U7 (Treppe Karl-Marx-Straße/Fuldastraße/Flughafenstraße),-1,4597529,5817473,9705910,,,,,,,
Zugang,3,Zugang (Treppe) Karl-Marx-Straße/Schönstedtstraße/Boddinstraße/Rathaus,0,4597559,5817440,9705903,,,,,,,
Zwischenpunkt,11,Bahnsteig U7 (Treppe Karl-Marx-Straße/Schönstedtstraße/Rathaus),-1,4597529,5817473,9705911,,,,,,,
Zwischenpunkt,12,Bahnsteig U7 (Aufzug Karl-Marx-Straße/Schönstedtstraße/Rathaus),-1,4597529,5817473,9705912,,,,,,,
Zugang und ÖV,9,Bushaltestelle Donaustraße vor Erkstraße,0,4597810,5817407,9705909,,,,,,,
ÖV,1,Bahnsteig U7,-1,4597529,5817473,9705901,,,,,,,
Zugang,5,Zugang (Rolltreppe) Karl-Marx-Straße/Schönstedtstraße/Boddinstraße/Rathaus,0,4597572,5817426,9705905,,,,,,,
Zugang und ÖV,7,Bushaltestelle Karl-Marx-Straße vor Erkstraße,0,4597644,5817356,9705907,,,,,,,
Zugang,2,Zugang (Treppe) Karl-Marx-Straße/Fuldastraße/Flughafenstraße,0,4597481,5817524,9705902,,,,,,,
Zwischenpunkt,13,Bahnsteig U7 (Rolltreppe Karl-Marx-Straße/Schönstedtstraße/Rathaus),-1,4597529,5817473,9705913,,,,,,,
Zugang und ÖV,8,Bushaltestelle Karl-Marx-Straße hinter Flughafenstraße,0,4597542,5817444,9705908,,,,,,,
Zugang und ÖV,6,Bushaltestelle Erkstraße vor Karl-Marx-Straße,0,4597686,5817404,9705906,,,,,,,
Zugang und ÖV,14,Bushaltestelle Donaustraße hinter Erkstraße,0,4597798,5817402,9705914,,,,,,,
Zugang,4,Zugang (Aufzug) Karl-Marx-Straße/Schönstedtstraße/Boddinstraße/Rathaus,0,4597553,5817446,9705904,,,,,,,
,,,,,,,,,,,,,
Bauwerk,43,U Altstadt Spandau,,4581980,5823580,29301,9029301,,,,,,
Zugang,3,Zugang (Treppe) Am Juliusturm/Carl-Schurz-Straße/Volkshochschule,0,4581887,5823570,9706503,,,,,,,
Zugang,2,Zugang (Treppe) Am Juliusturm/Breite Straße,0,4581997,5823499,9706502,,,,,,,
ÖV,1,Bahnsteig U7,-2,4581941,5823549,9706501,,,,,,,
Zwischenpunkt,18,Zwischengeschoss Carl-Schurz-Straße (Treppe zur Carl-Schurz-Straße),-1,4581903,5823564,9706518,,,,,,,
Zwischenpunkt,10,Zwischengeschoss Carl-Schurz-Straße (Treppe zum Bahnsteig U7),-1,4581903,5823564,9706510,,,,,,,
Zwischenpunkt,14,Zwischengeschoss Breite Straße (Treppe zum Bahnsteig U7),-1,4581990,5823526,9706514,,,,,,,
Zwischenpunkt,8,Bahnsteig U7 (Treppe zum Zwischengeschoss Carl-Schurz-Straße),-2,4581941,5823549,9706508,,,,,,,
Zwischenpunkt,15,Zwischengeschoss Breite Straße (Rolltreppe zum Bahnsteig U7),-1,4581990,5823526,9706515,,,,,,,
Zugang und ÖV,7,Bushaltestelle  Am Juliusturm vor Hoher Steinweg,0,4581941,5823623,9706507,,,,,,,
Zugang und ÖV,6,Bushaltestelle  Am Juliusturm hinter Carl-Schurz-Straße,0,4581996,5823544,9706506,,,,,,,
Zwischenpunkt,11,Zwischengeschoss Carl-Schurz-Straße (Rolltreppe zum Bahnsteig U7),-1,4581903,5823564,9706511,,,,,,,
Zugang,5,Zugang (Rolltreppe) Am Juliusturm/Breite Straße,0,4581997,5823500,9706505,,,,,,,
Zwischenpunkt,19,Zwischengeschoss Carl-Schurz-Straße (Rolltreppe Carl-Schurz-Straße),-1,4581903,5823564,9706519,,,,,,,
Zwischenpunkt,9,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss Carl-Schurz-Straße),-2,4581942,5823551,9706509,,,,,,,
Zwischenpunkt,12,Bahnsteig U7 (Treppe zum Zwischengeschoss Breite Straße),-2,4581941,5823549,9706512,,,,,,,
Zugang,4,Zugang (Rolltreppe) Am Juliusturm/Carl-Schurz-Straße/Volkshochschule,0,4581888,5823571,9706504,,,,,,,
Zwischenpunkt,16,Zwischengeschoss Breite Straße (Treppe Am Juliusturm/Breite Straße),-1,4581990,5823526,9706516,,,,,,,
Zwischenpunkt,17,Zwischengeschoss Breite Straße (Rolltreppe Juliusturm/Breite Straße),-1,4581990,5823526,9706517,,,,,,,
Zwischenpunkt,13,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss Breite Straße),-2,4581942,5823549,9706513,,,,,,,
,,,,,,,,,,,,,
Bauwerk,44,U Zitadelle,,4582720,5823410,33101,9033101,,,,,,
Zwischenpunkt,13,Zwischengeschoss (Rolltreppe Am Juliusturm),-1,4582760,5823375,9706613,,,,,,,
Zugang,3,Zugang (Treppe) Am Juliusturm,0,4582765,5823376,9706603,,,,,,,
ÖV,1,Bahnsteig U7 Richtung Rathaus Spandau,-2,4582723,5823430,9706601,,,,,,,
Zwischenpunkt,10,Bahnsteig U7 Richtung Rathaus Spandau (Rolltreppe Zwischengeschoss),-2,4582744,5823424,9706610,,,,,,,
Zugang,5,Zugang (Treppe) Am Juliusturm/Zitadellenweg,0,4582747,5823435,9706605,,,,,,,
Zugang,4,Zugang (Rolltreppe) Am Juliusturm,0,4582764,5823373,9706604,,,,,,,
Zwischenpunkt,11,Bahnsteig U7 Richtung Rudow (Treppe zum Zwischengeschoss),-2,4582733,5823403,9706611,,,,,,,
Zugang und ÖV,7,Bushaltestelle Am Juliusturm vor Zitadellenweg,0,4582734,5823429,9706607,,,,,,,
ÖV,2,Bahnsteig U7 Richtung Rudow,-2,4582718,5823416,9706602,,,,,,,
Zugang,6,Zugang (Rolltreppe) Am Juliusturm/Zitadellenweg,0,4582745,5823432,9706606,,,,,,,
Zwischenpunkt,16,Zwischengeschoss (Treppe zum Bahnsteig U7 Richtung Rudow),-1,4582738,5823400,9706616,,,,,,,
Zwischenpunkt,17,Zwischengeschoss (Treppe Bahnsteig U7 Richtung Rathaus Spandau),-1,4582748,5823419,9706617,,,,,,,
Zwischenpunkt,18,Zwischengeschoss (Rolltreppe zum Bahnsteig U7 Rathaus Spandau),-1,4582749,5823422,9706618,,,,,,,
Zwischenpunkt,15,Zwischengeschoss (Rolltreppe Am Juliusturm/Zitadellenweg),-1,4582751,5823429,9706615,,,,,,,
Zugang und ÖV,8,Bushaltestelle Am Juliusturm hinter Zitadellenweg,0,4582777,5823376,9706608,,,,,,,
Zwischenpunkt,9,Bahnsteig U7 Richtung Rathaus Spandau (Treppe Zwischengeschoss),-2,4582742,5823422,9706609,,,,,,,
Zwischenpunkt,14,Zwischengeschoss (Treppe Am Juliusturm/Zitadellenweg),-1,4582753,5823431,9706614,,,,,,,
Zwischenpunkt,12,Zwischengeschoss (Treppe Am Juliusturm),-1,4582761,5823378,9706612,,,,,,,
,,,,,,,,,,,,,
Bauwerk,42,U Gneisenaustraße,,4594880,5818480,16101,9016101,,,,,,
Zwischenpunkt,10,Bahnsteig U7 (Treppe Baerwaldstraße),-1,4594881,5818495,9706410,,,,,,,
Zugang und ÖV,6,Bushaltestelle Gneisenaustraße vor Zossener Straße,0,4594839,5818531,9706406,,,,,,,
Zugang und ÖV,8,Bushaltestelle Zossener Straße hinter Gneisenaustraße,0,4594804,5818472,9706408,,,,,,,
Zwischenpunkt,9,Bahnsteig U7 (Treppe Zossener Straße),-1,4594881,5818495,9706409,,,,,,,
Zugang,2,Zugang (Treppe) Zossener Straße,0,4594843,5818507,9706402,,,,,,,
Zugang und ÖV,4,Bushaltestelle Zossener Straße vor Gneisenaustraße,0,4594814,5818473,9706404,,,,,,,
ÖV,1,Bahnsteig U7,-1,4594881,5818496,9706401,,,,,,,
Zugang,3,Zugang (Treppe) Baerwaldstraße,0,4594964,5818469,9706403,,,,,,,
Zugang und ÖV,7,Bushaltestelle Gneisenaustraße hinter Zossener Straße,0,4594831,5818487,9706407,,,,,,,
,,,,,,,,,,,,,
Bauwerk,41,U Südstern,,4595720,5818270,16202,9016202,,,,,,
Zugang,2,Zugang (Treppe) Südstern/Körtestraße,0,4595695,5818305,9706302,,,,,,,
Zugang und ÖV,4,Bushaltestelle Hasenheide 61 hinter Südstern,0,4595767,5818255,9706304,,,,,,,
Zugang,3,Zugang (Aufzug) Hasenheide/Körtestraße,0,4595758,5818276,9706303,,,,,,,
Zugang und ÖV,5,Bushaltestelle Südstern hinter Körtestraße,0,4595763,5818232,9706305,,,,,,,
Zwischenpunkt,7,Bahnsteig U7 (Aufzug zum Zugang Hasenheide/Körtestraße),-1,4595758,5818275,9706307,,,,,,,
Zwischenpunkt,6,Bahnsteig U7 (Treppe Zugang zum Zugang Südstern/Körtestraße),-1,4595685,5818301,9706306,,,,,,,
ÖV,1,Bahnsteig U7,-1,4595696,5818296,9706301,,,,,,,
,,,,,,,,,,,,,
Bauwerk,45,U Eisenacher Straße,,4591820,5818230,54103,9054103,,,,,,
Zwischenpunkt,13,Zwischengeschoss Grunewaldstraße (Rolltreppe zum Bahnsteig U7),-1,4591838,5818239,9706713,,,,,,,
Zugang,3,Zugang (Treppe) Grunewaldstraße/Akazienstraße,0,4591937,5818242,9706703,,,,,,,
Zwischenpunkt,16,Zwischengeschoss Grunewaldstraße (Treppe Schwäbische Straße/Goltzstraße),-1,4591838,5818238,9706716,,,,,,,
Zwischenpunkt,11,Zwischengeschoss Eisenacher Straße (Rolltreppe zum Bahnsteig U7),-1,4591838,5818238,9706711,,,,,,,
Zwischenpunkt,10,Zwischengeschoss Eisenacher Straße (Treppe zum Bahnsteig U7),-1,4591838,5818238,9706710,,,,,,,
Zwischenpunkt,14,Zwischengeschoss Eisenacher Straße (Treppe Eisenacher Straße/Gothaer Straße),-1,4591838,5818238,9706714,,,,,,,
Zwischenpunkt,6,Bahnsteig U7 (Treppe zum Zwischengeschoss Eisenacher Straße),-2,4591838,5818239,9706706,,,,,,,
Zwischenpunkt,12,Zwischengeschoss Grunewaldstraße (Treppe zum Bahnsteig U7),-1,4591838,5818238,9706712,,,,,,,
Zugang,5,Zugang (Treppe) Eisenacher Straße/Rosenheimer Straße,0,4591750,5818266,9706705,,,,,,,
Zugang,2,Zugang (Treppe) Schwäbische Straße/Goltzstraße,0,4591910,5818284,9706702,,,,,,,
Zugang und ÖV,19,Bushaltestelle Grunewaldstraße vor Schwäbische Straße,0,4591894,5818260,9706719,,,,,,,
Zugang und ÖV,18,Bushaltestelle Grunewaldstraße hinter Schwäbische Straße,0,4591972,5818251,9706718,,,,,,,
Zwischenpunkt,17,Zwischengeschoss Grunewaldstraße (Treppe Grunewaldstraße/Akazienstraße),-1,4591839,5818237,9706717,,,,,,,
Zugang und ÖV,20,Bushaltestelle Grunewaldstraße hinter Eisenacher Straße,0,4591769,5818215,9706720,,,,,,,
Zugang und ÖV,21,Bushaltestelle Grunewaldstraße vor Eisenacher Straße,0,4591765,5818233,9706721,,,,,,,
Zwischenpunkt,7,Bahnsteig U7 (Treppe zum Zwischengeschoss Grunewaldstraße),-2,4591838,5818238,9706707,,,,,,,
Zwischenpunkt,15,Zwischengeschoss Eisenacher Straße (Treppe Eisenacher- Straße/Rosenheimer Straße),-1,4591839,5818237,9706715,,,,,,,
Zugang,4,Zugang (Treppe) Eisenacher Straße/Gothaer Straße,0,4591719,5818201,9706704,,,,,,,
Zwischenpunkt,8,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss Eisenacher Straße),-2,4591838,5818237,9706708,,,,,,,
Zwischenpunkt,9,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss (Grunewaldstraße),-2,4591838,5818238,9706709,,,,,,,
ÖV,1,Bahnsteig U7,-2,4591832,5818237,9706701,,,,,,,
,,,,,,,,,,,,,
Bauwerk,49,U Paulsternstraße,,4584820,5823510,34101,9034101,,,,,,
Zugang,3,Zugang (Treppe) Nonnendammallee/Paulsternstraße,0,4584731,5823494,9707203,,,,,,,
Zugang und ÖV,6,Bushaltestelle Nonnendammallee vor Paulsternstraße,0,4584823,5823528,9707206,,,,,,,
Zwischenpunkt,9,Bahnsteig U7 (Treppe 2 zum Zwischengeschoss),-2,4584775,5823507,9707209,,,,,,,
Zwischenpunkt,7,Bahnsteig U7 (Treppe 1 zum Zwischengeschoss),-2,4584747,5823511,9707207,,,,,,,
Zwischenpunkt,8,Bahnsteig U7 (Rolltreppe 1 zum Zwischengeschoss),-2,4584747,5823508,9707208,,,,,,,
Zwischenpunkt,16,Zwischengeschoss (Treppe Nonnendammallee/Paulsternstraße),-1,4584736,5823493,9707216,,,,,,,
Zugang,2,Zugang (Treppe) Otternbuchtstraße/Motardstraße,0,4584791,5823487,9707202,,,,,,,
Zugang und ÖV,5,Bushaltestelle Nonnendammallee hinter Otternbuchtstraße,0,4584852,5823488,9707205,,,,,,,
Zwischenpunkt,12,Zwischengeschoss (Rolltreppe 1 zum Bahnsteig U7),-1,4584738,5823508,9707212,,,,,,,
Zwischenpunkt,13,Zwischengeschoss (Treppe 2 zum Bahnsteig U7),-1,4584782,5823506,9707213,,,,,,,
ÖV,1,Bahnsteig U7,-2,4584762,5823512,9707201,,,,,,,
Zwischenpunkt,11,Zwischengeschoss (Treppe 1 zum Bahnsteig U7),-1,4584739,5823513,9707211,,,,,,,
Zugang und ÖV,4,Bushaltestelle Nonnendammallee hinter Otternbuchtstraße,0,4584813,5823493,9707204,,,,,,,
Zwischenpunkt,14,Zwischengeschoss (Rolltreppe 2 zum Bahnsteig U7),-1,4584782,5823509,9707214,,,,,,,
Zwischenpunkt,10,Bahnsteig U7 (Rolltreppe 2 zum Zwischengeschoss),-2,4584775,5823510,9707210,,,,,,,
Zwischenpunkt,15,Zwischengeschoss (Treppe Otternbuchtstraße/Motardstraße),-1,4584785,5823488,9707215,,,,,,,
,,,,,,,,,,,,,
Bauwerk,51,U Siemensdamm,,4586500,5823420,35101,9035101,,,,,,
Zugang,5,Zugang (Treppe) Nonnendammallee/Reisstraße/Volkspark Jungfernheide,0,4586407,5823343,9707405,,,,,,,
Zugang und ÖV,8,Bushaltestelle  Popitzweg vor Jungfernheideweg,0,4586450,5823411,9707408,,,,,,,
Zwischenpunkt,16,Zwischengeschoss (Treppe Siemensdamm/Ohmstraße/Hefnersteig),-1,4586462,5823388,9707416,,,,,,,
Zugang,2,Zugang (Treppe) Siemensdamm/Popitzweg/Passagen,0,4586494,5823400,9707402,,,,,,,
Zwischenpunkt,12,Zwischengeschoss (Treppe zum Bahnsteig U7),-1,4586463,5823386,9707412,,,,,,,
Zwischenpunkt,18,Zwischengeschoss (Nonnendammallee/Jungfernheideweg/Popitzweg),-1,4586463,5823386,9707418,,,,,,,
Zugang,6,Zugang (Treppe) Nonnendammallee/Jungfernheideweg/Popitzweg,0,4586418,5823392,9707406,,,,,,,
Zwischenpunkt,13,Zwischengeschoss (Rolltreppe an Treppe zum Bahnsteig U7),-1,4586462,5823387,9707413,,,,,,,
Zugang,3,Zugang (Treppe) Siemensdamm/Ohmstraße/Hefnersteig,0,4586472,5823324,9707403,,,,,,,
Zugang,4,Zugang (Rolltreppe) Siemensdamm/Ohmstraße/Hefnersteig,0,4586473,5823324,9707404,,,,,,,
Zugang und ÖV,7,Bushaltestelle Popitzweg hinter Jungfernheideweg,0,4586482,5823410,9707407,,,,,,,
Zwischenpunkt,9,Bahnsteig U7 (Treppe zum Zwischengeschoss),-2,4586461,5823387,9707409,,,,,,,
Zwischenpunkt,14,Zwischengeschoss (Rolltreppe zum Bahnsteig U7),-1,4586463,5823387,9707414,,,,,,,
ÖV,1,Bahnsteig U7,-2,4586465,5823388,9707401,,,,,,,
Zwischenpunkt,10,Bahnsteig U7 (Rolltreppe an Treppe zum Zwischengeschoss),-2,4586461,5823388,9707410,,,,,,,
Zwischenpunkt,11,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss),-2,4586462,5823389,9707411,,,,,,,
Zwischenpunkt,17,Zwischengeschoss (Treppe Nonnendammallee/Reisstraße/Volkspark Jungfernheide),-1,4586463,5823387,9707417,,,,,,,
Zwischenpunkt,15,Zwischengeschoss (Treppe Siemensdamm/Popitzweg/Passagen),-1,4586464,5823387,9707415,,,,,,,
Zugang und ÖV,20,Bushaltestelle Siemensdamm hinter Ohmstraße,0,4586539,5823301,9707420,,,,,,,
Zugang und ÖV,21,Bushaltestelle Siemensdamm gegenüber Ohmstraße,0,4586526,5823349,9707421,,,,,,,
,,,,,,,,,,,,,
Bauwerk,48,U Haselhorst,,4583720,5823610,34102,9034102,,,,,,
Zugang,2,Zugang (Treppe) Nonnendammallee/Finanzamt,0,4583884,5823551,9707102,,,,,,,
Zugang,5,Zugang (Treppe) Am Juliusturm/Lagerweg,0,4583678,5823501,9707105,,,,,,,
Zwischenpunkt,13,Bahnsteig U7 (Treppe zum Zwischengeschoss Nonnendammallee),-2,4583768,5823546,9707113,,,,,,,
Zwischenpunkt,16,Bahnsteig U7 (Rolltreppe zum Zwischengeschoss Am Juliusturm),-2,4583713,5823529,9707116,,,,,,,
Zwischenpunkt,22,Zwischengeschoss Nonnendammallee (Treppe Nonnendammallee/Gorgasring),-1,4583777,5823548,9707122,,,,,,,
Zwischenpunkt,23,Zwischengeschoss Nonnendammallee (Rolltreppe Nonnendammallee/Gorgasring),-1,4583777,5823548,9707123,,,,,,,
Zugang und ÖV,11,Bushaltestelle  Am Juliusturm vor Nonnendammallee,0,4583686,5823507,9707111,,,,,,,
Zwischenpunkt,15,Bahnsteig U7 (Treppe zum Zwischengeschoss Am Juliusturm),-2,4583713,5823533,9707115,,,,,,,
Zugang und ÖV,10,Bushaltestelle Gartenfelder Straße hinter Nonnendammallee,0,4583731,5823681,9707110,,,,,,,
Zugang und ÖV,9,Bushaltestelle Gartenfelder Straße hinter Daumstraße,0,4583692,5823678,9707109,,,,,,,
Zugang und ÖV,12,Bushaltestelle  Am Juliusturm hinter Nonnendammallee,0,4583659,5823600,9707112,,,,,,,
Zugang,3,Zugang (Treppe) Nonnendammallee/Gorgasring,0,4583944,5823671,9707103,,,,,,,
Zugang,6,Zugang (Treppe) Am Juliusturm/Gartenfelder Straße,0,4583665,5823573,9707106,,,,,,,
Zwischenpunkt,19,Zwischengeschoss Am Juliusturm (Treppe zum Bahnsteig U7),-1,4583705,5823529,9707119,,,,,,,
ÖV,1,Bahnsteig U7,-2,4583750,5823541,9707101,,,,,,,
Zugang,4,Zugang (Rolltreppe) Nonnendammallee/Gorgasring,0,4583940,5823671,9707104,,,,,,,
Zwischenpunkt,20,Zwischengeschoss Am Juliusturm (Rolltreppe zum Bahnsteig U7),-1,4583705,5823529,9707120,,,,,,,
Zwischenpunkt,24,Zwischengeschoss Am Juliusturm (Treppe Am Juliusturm/Lagerweg),-1,4583705,5823529,9707124,,,,,,,
Zwischenpunkt,25,Zwischengeschoss Am Juliusturm (Treppe Am Juliusturm/Gartenfelder Straße),-1,4583705,5823529,9707125,,,,,,,
Zwischenpunkt,26,Zwischengeschoss Am Juliusturm (Rolltreppe Am Juliusturm/Gartenfelder Straße),-1,4583704,5823528,9707126,,,,,,,
Zugang und ÖV,8,Bushaltestelle Ferdinand-Friedensburg-Platz hinter Am Juliusturm,0,4583681,5823572,9707108,,,,,,,
